Image,PSNR,Entropy,Enc_Time,Dec_Time,Security
image(60).jpg,100,7.82520658732844,0.0,0.0,Attack
image(61).jpg,100,7.770040925037491,0.0,0.0,Attack
image(62).jpg,100,7.708581820724067,0.0,0.0,Attack
image(63).jpg,100,7.850930218713353,0.0,0.0,Attack
image(64).jpg,100,7.924151789297488,0.0,0.0,Attack
image(65).jpg,100,7.910712864017428,0.0010459423065185547,0.0,Attack
image(66).jpg,100,7.435972515017637,0.0,0.0,Attack
image(67).jpg,100,7.746589878878962,0.0,0.0,Attack
image(68).jpg,100,7.7380224172870875,0.0,0.0,Attack
image(69).jpg,100,7.8719397370520205,0.002111196517944336,0.0,Attack
image(7).jpg,100,7.691012655246707,0.0029654502868652344,0.0,Attack
image(70).jpg,100,7.8410651619077045,0.0,0.0,Attack
image(71).jpg,100,7.796491577574358,0.0,0.0,Attack
image(72).jpg,100,7.682903286832423,0.0,0.002010822296142578,Attack
image(73).jpg,100,7.7933155448539715,0.0,0.0020110607147216797,Attack
image(74).jpg,100,7.735154843700987,0.0,0.0,Attack
image(75).jpg,100,7.705414996959684,0.0,0.0,Attack
image(76).jpg,100,7.729807532185207,0.0,0.0,Attack
image(77).jpg,100,7.969252269721902,0.0007646083831787109,0.0,Attack
image(78).jpg,100,7.952571351101724,0.0,0.0,Attack
image(79).jpg,100,7.957786391798551,0.0,0.0,Attack
image(8).jpg,100,7.959761324445689,0.0,0.0,Attack
image(80).jpg,100,7.958483610816522,0.0,0.0,Attack
image(81).jpg,100,7.925217890981521,0.0,0.0,Attack
image(82).jpg,100,7.946036707583085,0.0,0.0,Attack
image(83).jpg,100,7.952076867621825,0.0,0.0,Attack
image(84).jpg,100,7.9695126182403655,0.0,0.0,Attack
image(85).jpg,100,7.879347446825462,0.0,0.0,Attack
image(86).jpg,100,7.957360963368515,0.0,0.0,Attack
image(87).jpg,100,7.9603770086988295,0.0,0.0,Attack
image(88).jpg,100,7.780369831275977,0.0,0.0,Attack
image(89).jpg,100,7.881912361985286,0.0,0.0,Attack
image(9).jpg,100,7.975439461867477,0.0,0.0,Attack
image(90).jpg,100,7.987894272584225,0.002020120620727539,0.0,Attack
image(91).jpg,100,7.754927677516223,0.0,0.0,Attack
image(92).jpg,100,7.960126247231358,0.0,0.0,Attack
image(93).jpg,100,7.945620688904267,0.0,0.0,Attack
image(94).jpg,100,7.944371811330708,0.0,0.0,Attack
image(95).jpg,100,7.9567574211877865,0.0,0.0,Attack
